,Unnamed: 0,id,img,label,text
11,11,34096,img/34096.png,0,"removes polish with chemicals, nobody bats an eye. Stock photography Makeup Getty Images Toiletry bag Photography Personal care products Getty Images Bag Shiseido"
12,12,25489,img/25489.png,1,"brother... a day without a blast is a day wasted. Middle Eastern Male, 50-59 years old. senior citizenM Ulama CitizenM"
13,13,19324,img/19324.png,0,"when you're the only dog left at the dog shelter and the black family wants to adopt you. Black Female, 20-29 years old. Black Female, 0-2 years old. Black Male, 30-39 years old. Black Male, 40-49 years old. Family African Americans Extended family Household Grandparent Living room Parent Americans"
14,14,79346,img/79346.png,0,"voting for hillary is like letting casey anthony watch your kids because she's not guilty. White Female, 40-49 years old. Latino_Hispanic Female, 20-29 years old. Casey Batchelor Celebrity Big Brother Childbirth Fashion Breastfeeding Model Beauty Epidural administration Clothing Body shape"
15,15,13426,img/13426.png,0,"they will soon be free. White Female, 20-29 years old. White Female, 20-29 years old. Seattle Pride Patti Hearn Pride Month LGBT pride Rainbow flag LGBT community The Stonewall Inn Bisexual flag Queer LGBT rights by country or territory"
16,16,97628,img/97628.png,0,"is it ok for your son or daughter to call another man ""daddy? Black Male, 0-2 years old. T-shirt Overalls Denim Infant Gap Clothing Trousers Jeans Boys' Overalls Shoe"
17,17,14238,img/14238.png,0,"most religions are religions of peace. Latino_Hispanic Male, 50-59 years old. Beard Stock photography Image Hat Photography Beard in Islam stock.xchng"
18,18,28936,img/28936.png,0,"when you find out there's an opening for the role of first lady. Black Female, 30-39 years old. Waffles + Mochi First Lady Michelle Obama Netflix Becoming Politics past"
19,19,59784,img/59784.png,0,if people reject me because i stand on the truth then i have no problem walking alone. New York Loneliness Going Solo: The Extraordinary Rise and Surprising Appeal of Living Alone interesting Stock photography Photography Image create Solo travel WTF Fun Facts
20,20,2146,img/02146.png,0,from the bottom of my heart i would like to sincerely apologize..... for being white. Lovebirds Parakeet Beak Feather Feather Feather
21,21,70146,img/70146.png,0,"lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border. Bulldog Old English Bulldog Olde English Bulldogge Toy Bulldog Australian Bulldog Canidae Dog Breed Snout Bulldog type Photography"
22,22,28061,img/28061.png,0,just because they do this dosen't mean they'll do this. Burglary Robbery Theft Crime Home invasion House Fraud Larceny Property Safe
23,23,97180,img/97180.png,0,"if there is no race it can't be homicide. Indian Male, 30-39 years old. White Male, 50-59 years old. Stock photography Photograph Image Criminal investigation Crime Photography Law enforcement Getty Images Crime scene"
24,24,49752,img/49752.png,0,"here's to all my friends who never post about politics or religion. White Male, 40-49 years old. 1950s Image Photograph Getty Images Stock photography Alcohol poisoning Getty Images Photographer Media Storehouse"
25,25,25610,img/25610.png,0,"enjoying a day at the beach. Black Female, 30-39 years old. Beach Navagio El Nido Stock photography Photograph Image La Digue Getty Images Photography"
26,26,15872,img/15872.png,0,"when you come home from a long day of suicide bombinb and your wife gives you this look. White Female, 20-29 years old. Upstart Holdings Flora Berggren Job Industry Leadership Education Business Management Earning Company"
27,27,72640,img/72640.png,1,"is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will. White Male, 30-39 years old. Indian Male, 60-69 years old. Justin Trudeau US President Prime Minister of Canada Prime minister First Lady Photograph Minister Stock photography United States"
28,28,64318,img/64318.png,0,"when they take too long to blow out the candle. Latino_Hispanic Female, 30-39 years old. Draya Michele Birthday Getty Images Liaison Restaurant + Lounge Getty Images Liaison Lounge Media Personality Party TV Personality"
29,29,17956,img/17956.png,0,"one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell. White Male, 50-59 years old. Hospital of Lithuanian University of Health Sciences Kaunas Clinics Health Ministry of Health Hospital National Health Insurance Fund Physician Coronavirus disease 2019 Nacionalinis visuomenės sveikatos centras Flu Clinic"
30,30,93547,img/93547.png,1,"d.j. osama spin laden droppin' beats like the twin towers. Latino_Hispanic Female, 20-29 years old. Jameela Jamil DJ Celebrity Getty Images Actor Getty Images Image Costume Lance Bass"
31,31,10743,img/10743.png,0,"move to new york they said it'll be fun they said. White Female, 30-39 years old. Snow Ice Freezing Winter Blizzard Blizzard Entertainment Activision Blizzard"
32,32,37091,img/37091.png,0,"my sandwich-maker is very slow today. Black Male, 20-29 years old. Cooking American cuisine Cook Meal Brown rice and quinoa Chef Roasted Edamame Kitchen knife Ingredient Garlic herb butter"
33,33,25719,img/25719.png,0,"when you accidentally fall in the toilet. White Male, 60-69 years old. Stock photography Getty Images Getty Images Photograph Royalty-free Luxury car stock.xchng Car And Pictures"
34,34,76825,img/76825.png,0,two woman walking home together after a nice day out together. Islamophobia United Kingdom Hate crime Muslim world British people Burqa Zakat International Day To Combat Islamophobia
35,35,72598,img/72598.png,0,"texas churches be like... pew pew pew. White Female, 20-29 years old. White Female, 40-49 years old. East Asian Female, 20-29 years old. White Female, 20-29 years old. National Rifle Association Kahr Kahr Arms Gun Magazine Gun cultures Handgun"
36,36,43078,img/43078.png,0,"i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky. White Male, 60-69 years old. Jonathan Goldsmith The Most Interesting Man in the World Getty Images Image Getty Images Photograph Stock photography interesting Internet meme"
37,37,51846,img/51846.png,0,doesn't wear tampons because she trips over the string. Getty Images Getty Images Image Stock photography Photograph create stock.xchng whole just
38,38,1569,img/01569.png,0,"when you can't decide to pre heat the oven or just throw the meal in right away. Southeast Asian Female, 20-29 years old. Southeast Asian Female, 20-29 years old. Stock photography Lindsay Felstead stock.xchng Image Infection Family Health Aetna"
39,39,95812,img/95812.png,0,"happy shot in the face day 5-2-2011 Indian Male, 50-59 years old. Osama bin Laden Killing of Osama bin Laden The Death of Osama bin Laden Al-Qaeda World Trade Center Terrorism United States 9/11 conspiracy theories"
40,40,6418,img/06418.png,0,1 bomb every minute. Stock photography stock.xchng Getty Images New York Stock Exchange Image Photograph Getty Images Graphics Time bomb
41,41,53976,img/53976.png,0,"black power comes with a lot of responsibility. Black Male, 40-49 years old. Suit Stock photography Suit design Obesity Overweight Men's Suit Image Photograph Getty Images"
42,42,70193,img/70193.png,0,"that chiken is so black no one is going to eat it. Middle Eastern Male, 50-59 years old. Human Product fun."
43,43,60427,img/60427.png,0,i hope both teams lose. Cat Grumpy Cat Pet store Felidae Surprised Cat Kitten Meme Internet Claw Celebrity
44,44,78395,img/78395.png,0,"say the damn pronouns. White Female, 3-9 years old. Middle Eastern Male, 40-49 years old. Jimmy Edwards Denis Norden Stock photography Photography Getty Images Getty Images Image Photograph Actor"
45,45,4876,img/04876.png,0,goin. Light fixture Product design Product Ceiling Fixture Design Font Text Light Line Ceiling
46,46,92075,img/92075.png,0,"we need problem solvers not racist and religious bigots in office. Latino_Hispanic Female, 30-39 years old. Danielle Stella Politics United States United States House of Representatives United States Representative Candidate Ilhan Omar George Buck"
47,47,86354,img/86354.png,0,officer down. Graphic design Product design Logo Design Brand Font Symbol Text Yellow Line
48,48,74386,img/74386.png,1,we said we would never forget why are you voting them into our government? World Trade Center Construction of the World Trade Center Illustration Getty Images Vector graphics Photography Stock photography Image
49,49,59613,img/59613.png,0,"when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention. White Male, 40-49 years old. Leonardo DiCaprio Before the Flood Photograph Actor Getty Images Image Photography Getty Images Jack Nicholson"
50,50,10263,img/10263.png,0,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism"" White Male, 30-39 years old. M Performance M fun. Event"
51,51,48279,img/48279.png,0,nice watch must have cost an arm and a leg. Watch Stock photography wristwatch Rolex iStock Analog watch NOW Watch Gold Image
52,52,52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn. Vector graphics Drawing Illustration Art Circus Image Poster Getty Images Getty Images
53,53,58371,img/58371.png,0,"when you suck at photoshop. White Female, 50-59 years old. Latino_Hispanic Female, 20-29 years old. Jack Russell Terrier Mayhew Cat Animal welfare Animal rescue group Animal shelter Animal-assisted therapy Terrier rescue dog No-kill shelter"
54,54,27401,img/27401.png,0,"for the last time.. i'm not michelle obama. Black Female, 20-29 years old. Latino_Hispanic Male, 30-39 years old. White Male, 30-39 years old. Wedding Dress Gown Wedding reception Wedding Bride Dress Bridegroom Ivory Ceremony Tuxedo"
55,55,89574,img/89574.png,0,"i'm cute. Latino_Hispanic Female, 40-49 years old. Down syndrome Syndrome Stock photography Photograph Disability Mexicans Forehead Photography"
56,56,25473,img/25473.png,0,"and then i told them you're going on a fun camping trip. White Female, 3-9 years old. White Female, 20-29 years old. White Male, 3-9 years old. Family Camping AdventHealth Ottawa Stock photography Parent iStock Tent Hiking"
57,57,47913,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama. Latino_Hispanic Male, 20-29 years old. Black Male, 60-69 years old. Black Male, 60-69 years old. Adam Bourgeois Cook County Judge Image County judge Photograph iStock Portrait Lawyer Judiciary"
58,58,8295,img/08295.png,0,"please consider donating water to children in need. Black Male, 3-9 years old. Drinking water Water Water scarcity Tap water Africa Image Water purification Stock photography Well Fresh water"
59,59,2497,img/02497.png,0,"you're a wizard motherfucker. Black Male, 40-49 years old. Samuel L. Jackson Getty Images Stock photography Image Photography Kangol Photograph Getty Images Alamy"
60,60,90471,img/90471.png,0,"relax mexicans you are rapists, drug lords and criminals. Latino_Hispanic Female, 30-39 years old. Latino_Hispanic Female, 20-29 years old. Middle Eastern Male, 40-49 years old. East Asian Female, 30-39 years old. Latino_Hispanic Female, 40-49 years old. Epiphany Stock photography Photography Christmas Getty Images Bolo Rei January 6 Image Getty Images"
61,61,69357,img/69357.png,1,"hey look at me! i'm a serial pedofile. White Male, 50-59 years old. Portrait Oktoberfest in Munich 2018 Getty Images Stock photography Photography Image stock.xchng Photograph Getty Images"
62,62,54602,img/54602.png,1,"when you just finished shooting a bunch of black kids but accidently killed a squirrel. White Male, 40-49 years old. Dog Canidae Mammal Dog show Profession"
63,63,15320,img/15320.png,0,"obama working to legalize medical cannabis for all of the usa. Latino_Hispanic Male, 50-59 years old. Latino_Hispanic Male, 20-29 years old. Middle Eastern Female, 40-49 years old. United States US President Politics US Vice President BarackObama past Getty Images"
64,64,63182,img/63182.png,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean. Tattoo Temporary tattoos temporary Design fashionable beautiful Pattern Given name Triangle Leg
65,65,20619,img/20619.png,1,"when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up. White Male, 30-39 years old. Car Driving Stock photography Image Luxury car Reversing Driving instructor Getty Images Photography"
66,66,82457,img/82457.png,0,"ring ring hello? i've been waiting for your call all damn day!!! Black Male, 3-9 years old. East Asian Female, 3-9 years old. Portrait Photograph Photo shoot Photography Portrait photography Smile Headgear fun."
67,67,81059,img/81059.png,0,"i like my refugees like this '' '' '' White Male, 40-49 years old. Latino_Hispanic Female, 3-9 years old. White Male, 3-9 years old. White Female, 20-29 years old. Community Refugee ECDC African Community Center Nonprofit organization Multi Service Center Lutheran Community Services Father Hudson's Care Ethiopian Community Development Council, Inc. United Nations High Commissioner for Refugees"
68,68,42137,img/42137.png,0,"when you get hungry you can either think about it or.. White Male, 20-29 years old. Facial hair Face Hair Lips Close-up"
69,69,74530,img/74530.png,1,"what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven. White Male, 60-69 years old. Pizza Chicago-style pizza Italian cuisine Pepperoni Cheese & Tomato Pizza Pigs in blankets pizza Cheese Pizza Leona's Pizzeria Cheese Pizza with olives"
70,70,40832,img/40832.png,0,"taking photo with a mosque. Middle Eastern Female, 20-29 years old. Travel Hagia Irene Historic site Tourism History Worship Landmark Cinemas Landmark Cinemas"
71,71,46127,img/46127.png,0,"""ay, tone. how'd da gas stay in if da door is made of wood?"" Window Deck Door Porch Lumber Wall Sash window Pergola Joist Backyard"
72,72,87594,img/87594.png,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up! Black Truffle Tuber aestivum Truffle Truffle mushroom Périgord black truffle Truffle season Stock photography Piedmont white truffle Tuber borchii Mushroom"
73,73,12548,img/12548.png,0,running chocolate. Chocolate Stock photography Image Candy Getty Images Photography Photograph Sugar chocolate factory
74,74,12894,img/12894.png,0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free. White Male, 50-59 years old. Getty Images Photograph Stock photography Image iStock Getty Images stock.xchng create Download"
75,75,2476,img/02476.png,0,im never doing a garden again! Rural area Agriculture Farmer Farm Cassava year-round Village Food and Agriculture Organization Ecosystem-based adaptation
76,76,6937,img/06937.png,0,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion. White Male, 30-39 years old. Image Getty Images Stock photography Photograph Photography Getty Images Fear Illustration Photographer"
77,77,5762,img/05762.png,0,"listen bitch, before you start fucking with me you should know my team is bigger. White Female, 30-39 years old. Portrait Photograph Photo shoot Photography Portrait photography Blond Black-and-white Beauty Hair Long hair"
78,78,40259,img/40259.png,0,masturbation it's not just for men. Masturbation Sex Sex doll Anal sex Facial Orgasm Human sexual activity Sex shop Foreplay
79,79,85072,img/85072.png,0,"what is this sleep of which you speak? White Male, 30-39 years old. Kaposvári Rákóczi FC Kaposvár Portrait Forehead Hairstyle White-collar worker Hair Salon Hairstyle M"
80,80,46537,img/46537.png,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice. White Female, 40-49 years old. Libby Schaaf Mayor of Oakland Mayor Oakland City Council Chief of the Oakland Police Department Edna Brewer Middle School Oakland Police Department Official 2187 Oakland"
81,81,56432,img/56432.png,0,"what if i told you that you cant ""tolerate"" a person who agrees with you? "" Black Male, 30-39 years old. Middle Eastern Female, 20-29 years old. Laurence Fishburne Sunglasses Osmosis Jones Glasses AO Getty Images Ao Eyewear Stock photography Eyewear"
82,82,39805,img/39805.png,0,look both ways before you cross the street. Paris History Radio France Le Nouveau FN.: Les vieux habits du populisme Photograph Historian Radio France Book French Fifth Republic Due
83,83,29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook. Fist Punch Boxing Hand Strike Punchbag Stock photography Image stock.xchng Punching power
84,84,36072,img/36072.png,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink. Finger food Breakfast Sandwich Fast food Sandwich Breakfast Deep-fried food Frying"
85,85,60147,img/60147.png,0,"meditation before going to school. Latino_Hispanic Female, 10-19 years old. Migraine Maxalt-Mlt Headache Rizatriptan Acetaminophen/butalbital Triptan Health Paracetamol Butalbital / Acetaminophen / Caffeine Psychological Stress"
86,86,90583,img/90583.png,1,"we can kill as many as we want and your stupid government keeps bringing us in. Black Male, 30-39 years old. Kufi Hat Stock photography Headgear iStock Cap Beanie Pexels Beard Photograph"
87,87,38612,img/38612.png,0,so there is this new implant that can actually fix stupid. Stock photography Getty Images Photography Image Getty Images Photograph Caliber Gun Handgun
88,88,52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash. Car Banner Poster Signage Text Brand Font Product Meter outdoor"
89,89,34961,img/34961.png,0,this cat is pushing a watermelon out of a lake. your argument is invalid. Persian cat Paw Tabby cat Kitten Claw Nail Caps Black cat Stock photography Image stock.xchng
90,90,15803,img/15803.png,1,"what do you call a retarded jew? auschwistic. White Male, 40-49 years old. White Male, 50-59 years old. citizenM senior CitizenM fun. Meter"
91,91,89762,img/89762.png,0,"that blackened chicken was so dry it reminded me of your mother. Middle Eastern Male, 50-59 years old. Human Product fun."
92,92,38465,img/38465.png,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes. Black Male, 30-39 years old. Hairstyle Facial hair Forehead Hair Smile Face Hair Salon Hairstyle M Artist Musician Cool Math Games"
93,93,53289,img/53289.png,0,"when everybody's worried about their ex but you're just here enjoying your lemonade. White Female, 20-29 years old. Stock photography Photography Photograph Portrait photography Getty Images Getty Images Image Royalty-free Sunglasses"
94,94,75321,img/75321.png,1,"cannibal tribe from indonesia will take muslim refugess in any amount. Black Male, 60-69 years old. Photography Image Photograph Stock photography Getty Images Getty Images Media Storehouse Fine-art photography Cannibalism"
95,95,18350,img/18350.png,0,"when you see the gas bill. White Female, 30-39 years old. Stock photography Image Photograph Getty Images Getty Images Photography Teenage girl Photographer"
96,96,91547,img/91547.png,0,"cheers to all the people who can change their minds when presented with information that contradicts their beliefs. White Female, 20-29 years old. Stock photography Dress Réveillon Party dress Photograph Party iStock Photography Image"
97,97,30247,img/30247.png,0,broken chair. Office Chair Communauté d'Agglomération Amiens Métropole Armrest Furniture Product design front Design Chair Angle Page layout
98,98,93741,img/93741.png,0,"stop being a bitch. Southeast Asian Female, 20-29 years old. Photography Getty Images Stock photography Image Getty Images Photograph Illustration Internet meme photo library"
99,99,51243,img/51243.png,0,"honestly how often do you masturbate? Middle Eastern Male, 50-59 years old. Rowan Atkinson Mr. Bean Image Getty Images Sitcom Episode 35 Getty Images Photography funny"
100,100,5384,img/05384.png,0,"spending quality time with dad. Black Female, 10-19 years old. White Male, 30-39 years old. Black Male, 30-39 years old. Life insurance Financial plan Finance Insurance Financial adviser Retirement plans Income Tucker-Haskins & Associates Financial wellness Tax"
101,101,1845,img/01845.png,0,when you consume too much trans fat. Obesity Fat tax Overweight Weight loss Health Weight gain Saturated fat Adipose tissue Low-fat diet Calorie counting
102,102,34791,img/34791.png,1,"when i was a boy we didn't have things like adhd. it was called being a little bastard. White Female, 3-9 years old. Middle finger Stock photography Getty Images Image Photograph Photography Gesture The finger Getty Images"
103,103,41385,img/41385.png,0,"y'all kids claims to be victims of slavery when we were the ones who lived it. Indian Male, 70 years old. Stock photography Photograph Image Photography Getty Images stock.xchng Getty Images Unsplash"
104,104,34508,img/34508.png,1,"jews are the problem. not just zionists or israelis. jews. all of them. White Male, 50-59 years old. Stock photography Beard Sunglasses Getty Images full beard Photograph Glasses Hairstyle Photography"
105,105,80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables. Agriculture Artificial intelligence Intelligence Agricultural technology Robot Industry Robotics E-agriculture Machine learning Machine
106,106,34165,img/34165.png,0,be happy you dont have neanderthal dna. Darwinism Human Evolution Vertebrate Science Biology Darwin Day Natural selection Human evolution Scientist
107,107,93072,img/93072.png,1,"black people black people ""why would white america do this?"" Black Male, 30-39 years old. Stock photography Image Crime stock.xchng Photograph Photography Vector graphics Copyright Listverse Unsplash"
108,108,25468,img/25468.png,1,white people walked on all fours before black people came and showed them how to stand up. Suit Performance M
109,109,9617,img/09617.png,0,when you turn on the light and realize you have been fisting the wrong hole. Water Sand Foot Barefoot park Hand Getty Images Photography Toe Beach
110,110,96258,img/96258.png,0,its national hebrew day go pick up a hot girl. World War II Soldier Infantry Battle Stock photography Image Combat Veteran Combat Infantryman Badge
111,111,96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims! Roast chicken Pig roast Roasting Barbecue Chinese cuisine Cochinillo asado Pig Chicken Pork Rotisserie
112,112,35618,img/35618.png,0,"i woke up like this. Latino_Hispanic Female, 20-29 years old. Maidie Wood Health create Hair Physical fitness opening Men's Health Mental health Long hair"
113,113,5249,img/05249.png,0,"i am still so confused about the strategies in this game. White Male, 40-49 years old. Human Human behavior Behavior Night"
114,114,57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise."" Latino_Hispanic Male, 20-29 years old. Southeast Asian Female, 20-29 years old. Wedding Bride Smile Gown Yellow Custom Hair Fashion accessory Happiness Happiness"
115,115,78409,img/78409.png,1,"i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me. White Male, 10-19 years old. White Female, 20-29 years old. Middle Eastern Male, 10-19 years old. White Male, 20-29 years old. White Female, 20-29 years old. White Female, 30-39 years old. White Male, 10-19 years old. White Female, 20-29 years old. Latino_Hispanic Female, 20-29 years old. Otto Dov Kulka Viktor Frankl Holocaust survivors Surviving Auschwitz Concentration Camp Star Of David Shirt History contented back Guide"
116,116,29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens. Black Male, 0-2 years old. Black Female, 20-29 years old. Babies ""R"" Us Babies ""R"" Us Infant Toys“R”Us Stuffed toy New parent Toys R Us Babies R Us Live birth Infant mortality"
117,117,20568,img/20568.png,0,"meanwhile at the isis strip club. Indian Male, 30-39 years old. Latino_Hispanic Male, 30-39 years old. Latino_Hispanic Male, 30-39 years old. Stock photography Getty Images Image Photography Photograph Getty Images funny stock.xchng Selfie"
118,118,84269,img/84269.png,0,just ordered the new anne frank puzzle. Shotis puri Getty Images Kačamak Photography Bread Getty Images Georgian bread Image Baking
119,119,68079,img/68079.png,0,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus! Comedy Wildlife Photography Awards Wildlife photography Photography Photograph Image funny Wildlife Photographer of the Year Photographer Stock photography Comedy
120,120,41537,img/41537.png,0,i'm not transphobic i just think trans people shouldn't exist. Heart Font Graphics H&M H&M M H&M
121,121,12890,img/12890.png,0,"hitler getting his tan on. White Male, 50-59 years old. World War II The Hidden Side of World War II Nazi Party Dictator Nazism 1945 Image Photograph 1889 Book"
122,122,54102,img/54102.png,1,"i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice. Black Male, 60-69 years old. Patrick Stewart Charles Xavier Logan Actor Speech official Getty Images Suit Prabook"
123,123,63217,img/63217.png,0,"when you're facetimeing and accidently fall down the stairs. White Female, 20-29 years old. Black eye Stock photography Image stock.xchng Photography Bruise Getty Images Photograph TheraTears Dry Eye Therapy"
124,124,3271,img/03271.png,0,"when your wife and girlfriend dont get along. Black Male, 20-29 years old. Hand Middle finger Index finger Stock photography Image Gesture Photography Portrait The finger Dit"
125,125,35264,img/35264.png,0,"i like your cologne what is that? tricare? deers. White Female, 20-29 years old. Getty Images Photography Stock photography Getty Images Image Photograph photo library stock.xchng Royalty payment"
126,126,63710,img/63710.png,1,"literally nobody: white people sitting at the bar: can you put it on the golf channel?? White Male, 60-69 years old. White Female, 60-69 years old. Coffee Image Conversation mature Stock photography Restaurant iStock Photograph senior Cartoon"
127,127,12348,img/12348.png,0,"bitch, say something else. Southeast Asian Male, 50-59 years old. US President United States BarackObama Men Oliver Peoples Sunglasses Lachman Sun United States Senator Sunglasses Oliver Peoples OP-13 Sunglasses Oliver Peoples won"
128,128,14052,img/14052.png,1,this is racist but this is not????? Water Photograph Stock photography Photography Black-and-white Still life photography Still life Ice Snow Winter
129,129,81064,img/81064.png,0,"your tits... in my hands, put them you will. Mark Hamill Star Wars: The Clone Wars Yoda Madame Tussauds Berlin Luke Skywalker Anakin Skywalker Grogu Obi-Wan Kenobi Star Wars Clone trooper"
130,130,74391,img/74391.png,0,"there must be some way this victimizes me. White Female, 30-39 years old. Occupational burnout Sitting Natalia Gomez Maganda Pineda Stress Clinical depression sick person Stomach problems Furniture Employee Workplace"
131,131,36152,img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died. White Male, 10-19 years old. Stock photography Portrait Photograph Image Photography Black-and-white Portrait photography Getty Images Rights Managed"
132,132,80256,img/80256.png,0,"damn girl that's a policy i could get behind. White Male, 60-69 years old. Bill Clinton Politics United States US President Vesti.bg One News Page TYO:4896 Joe Kennedy III"
133,133,21948,img/21948.png,0,"this guy grabs your girl's ass in the bar what do you do? Black Male, 30-39 years old. Muscle LA Muscle LA Muscle Limited La Muscle Norateen Combo La Muscle Norateen Heavyweight II - 180 Capsules 1 Pack Muscle hypertrophy Muscle Builder Physical strength Weight gain Weight loss"
134,134,70532,img/70532.png,0,"it's important to listen to your elders please don't forget! Latino_Hispanic Male, 30-39 years old. Royalty-free Stock photography Photograph Image Photography Illustration Facial hair 123RF Beard"
135,135,25806,img/25806.png,0,"when you have to make your own pool. White Male, 50-59 years old. Middle Eastern Male, 30-39 years old. White Female, 20-29 years old. Stock photography Getty Images Getty Images Image Photograph stock.xchng Mean Girls Hillbilly iStock"
136,136,26759,img/26759.png,1,"that look when you wanna cut a bitch but you remember your a changed man. White Female, 40-49 years old. Caitlyn Jenner Keeping Up With the Kardashians Kardashian Family Television I Am Cait Kris Jenner Khloé Kardashian Kourtney Kardashian Kendall Jenner"
137,137,27398,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you! Goat Illustration Stock photography Getty Images Vector graphics Image Graphics Design Getty Images"
138,138,18730,img/18730.png,0,"immigration invasion learn the difference. Black Female, 10-19 years old. White Male, 40-49 years old. Black Female, 30-39 years old. Indian Male, 50-59 years old. United States Mexico Politics Border Human migration Immigration Border barrier Mexicans"
139,139,75216,img/75216.png,0,want one as a slave when you watch how slow they work and you wonder why anyone would. African wild ass Horse Zeedonk Stock photography Horses Image Photography Zebra Photograph Mating
140,140,91754,img/91754.png,0,"when you finally buy a dishwasher this works a lot better than a sponge. Middle Eastern Male, 30-39 years old. Dishwasher Stock photography Drawer dishwasher Cleaning Appliance Whirlpool Corporation Image Getty Images"
141,141,42153,img/42153.png,0,"we build our houses with stone. Middle Eastern Male, 30-39 years old. Stock photography Knit cap Getty Images Hat Turban Cap Image Royalty-free Photograph"
142,142,83456,img/83456.png,1,"whats the difference between santa and the jews santa goes down the chimney. White Male, 40-49 years old. World War II Hitler and Stalin: The Tyrants and the Second World War Nazi Party Dictator Hitler Youth Hitler family 1945 Nazism Benito Mussolini Joseph Goebbels"
